id,user,lat,long,tags,title,date_taken_minute,date_taken_hour,date_taken_day,date_taken_month,date_taken_year,date_upload_minute,date_upload_hour,date_upload_day,date_upload_month,date_upload_year
31518288463,144241444@N03,45.759452,4.86523,,IMG_2048,14.0,19,14,1,2017,28.0,19.0,15.0,1,2017.0
32289754606,144241444@N03,45.759438,4.864763,,IMG_1992,42.0,16,14,1,2017,28.0,19.0,15.0,1,2017.0
31486309924,121779205@N06,45.757687,4.827547,"lyon,france,saône,reflections,fourvière,vieuxlyon,river","Lyon, Quais de Saone",36.0,9,28,12,2016,9.0,19.0,15.0,1,2017.0
31518288073,144241444@N03,45.759497,4.864827,,IMG_1993,42.0,16,14,1,2017,28.0,19.0,15.0,1,2017.0
32289753886,144241444@N03,45.75933,4.864786,,IMG_1996,42.0,16,14,1,2017,28.0,19.0,15.0,1,2017.0
32289753516,144241444@N03,45.75938,4.864894,,IMG_1997,42.0,16,14,1,2017,28.0,19.0,15.0,1,2017.0
32289753136,144241444@N03,45.7597,4.864894,,IMG_2001,43.0,16,14,1,2017,28.0,19.0,15.0,1,2017.0
32209075671,144241444@N03,45.759961,4.86533,,IMG_1999,43.0,16,14,1,2017,28.0,19.0,15.0,1,2017.0
32209075511,144241444@N03,45.760266,4.865511,,IMG_2002,43.0,16,14,1,2017,28.0,19.0,15.0,1,2017.0
32289752766,144241444@N03,45.759188,4.865563,,IMG_2010,45.0,16,14,1,2017,28.0,19.0,15.0,1,2017.0
32209075381,144241444@N03,45.758891,4.865238,,IMG_2005,44.0,16,14,1,2017,28.0,19.0,15.0,1,2017.0
32209075191,144241444@N03,45.759288,4.865419,,IMG_2039,5.0,19,14,1,2017,28.0,19.0,15.0,1,2017.0
32289752256,144241444@N03,45.759102,4.865027,,IMG_2042,6.0,19,14,1,2017,28.0,19.0,15.0,1,2017.0
32289752116,144241444@N03,45.759211,4.864797,,IMG_2022,38.0,17,14,1,2017,29.0,19.0,15.0,1,2017.0
32289751896,144241444@N03,45.759486,4.865444,,IMG_2043,6.0,19,14,1,2017,28.0,19.0,15.0,1,2017.0
32289751866,144241444@N03,45.759675,4.865683,,IMG_2044,8.0,19,14,1,2017,28.0,19.0,15.0,1,2017.0
31951911310,144241444@N03,45.759502,4.865275,,IMG_2014,36.0,17,14,1,2017,28.0,19.0,15.0,1,2017.0
32289751586,144241444@N03,45.759961,4.865166,,IMG_2013,36.0,17,14,1,2017,28.0,19.0,15.0,1,2017.0
31486687494,144241444@N03,45.759872,4.865341,,IMG_2012,36.0,17,14,1,2017,28.0,19.0,15.0,1,2017.0
32289751386,144241444@N03,45.759452,4.864955,,IMG_2017,37.0,17,14,1,2017,28.0,19.0,15.0,1,2017.0
32289751426,144241444@N03,45.759666,4.864997,,IMG_2016,37.0,17,14,1,2017,28.0,19.0,15.0,1,2017.0
32328791125,144241444@N03,45.75935,4.864708,,IMG_2019,37.0,17,14,1,2017,29.0,19.0,15.0,1,2017.0
31951910750,144241444@N03,45.759077,4.864669,,IMG_2020,38.0,17,14,1,2017,29.0,19.0,15.0,1,2017.0
31951910300,144241444@N03,45.759736,4.865416,,IMG_2024,39.0,17,14,1,2017,29.0,19.0,15.0,1,2017.0
31951910200,144241444@N03,45.759391,4.8656,,IMG_2026,49.0,18,14,1,2017,29.0,19.0,15.0,1,2017.0
32289750696,144241444@N03,45.759605,4.865641,,IMG_2025,49.0,18,14,1,2017,29.0,19.0,15.0,1,2017.0
32328790275,144241444@N03,45.7598,4.865894,,IMG_2027,49.0,18,14,1,2017,29.0,19.0,15.0,1,2017.0
31951910110,144241444@N03,45.759047,4.865316,,IMG_2028,50.0,18,14,1,2017,29.0,19.0,15.0,1,2017.0
31951909990,144241444@N03,45.760258,4.86608,,IMG_2030,58.0,18,14,1,2017,29.0,19.0,15.0,1,2017.0
32328789755,144241444@N03,45.759597,4.865291,,IMG_1986,40.0,16,14,1,2017,29.0,19.0,15.0,1,2017.0
31951909810,144241444@N03,45.759961,4.865511,,IMG_1987,40.0,16,14,1,2017,29.0,19.0,15.0,1,2017.0
31951909700,144241444@N03,45.759327,4.86468,,IMG_1989,41.0,16,14,1,2017,29.0,19.0,15.0,1,2017.0
31951909740,144241444@N03,45.759247,4.864697,,IMG_1988,41.0,16,14,1,2017,29.0,19.0,15.0,1,2017.0
31517433563,58672892@N06,45.773072,4.851002,"lyon,auvergnerhônealpes,france,fr",Parc de la Tête d'Or - Lyon,42.0,9,15,1,2017,44.0,18.0,15.0,1,2017.0
31485536004,144146684@N04,45.776278,4.85306,,crow,13.0,10,15,1,2017,26.0,18.0,15.0,1,2017.0
31485440194,14902008@N02,45.767338,4.820013,,Lyon A17_DSC0147,8.0,16,12,1,2017,21.0,18.0,15.0,1,2017.0
31485437614,14902008@N02,45.781785,4.80978,,Lyon A17_DSC0172,58.0,16,12,1,2017,21.0,18.0,15.0,1,2017.0
31485044254,78318076@N08,45.766165,4.833338,"photographieurbaine,urbanphotography,noiretblanc,blackandwhite,boucherie,butchers,rueduplâtre,terreaux,69001,lyon,rhône,auvergnerhônealpes,france,lyonurb,brumpicts,frédéricbrumby",Rue du Plâtre.,24.0,17,3,1,2015,6.0,18.0,15.0,1,2017.0
31949661970,75906220@N07,45.761108,4.832364,"clémenvilla,orange",Clémenvilla,17.0,17,15,1,2017,31.0,17.0,15.0,1,2017.0
32320707525,64410546@N07,45.762558,4.827522,,,51.0,15,25,12,2016,10.0,12.0,15.0,1,2017.0
32201170301,64410546@N07,45.767355,4.833541,,,44.0,10,25,12,2016,10.0,12.0,15.0,1,2017.0
31915013520,50306446@N08,45.760944,4.826656,"lyon,france,saintjean,cathédrale,dusk,samyang12mmf2ncs,μ43,olympus,em10",St Jean,24.0,17,31,12,2016,34.0,23.0,13.0,1,2017.0
32248557586,115842233@N04,45.759843,4.831763,"light,color,motion,lighttrail,lyon,parkingdescélestins,longexposure,wideangle,fullframe,carpark",Motion,22.0,18,8,1,2017,23.0,18.0,13.0,1,2017.0
31948841470,10299779@N03,45.760958,4.828748,"hbarrison,harveybarrison,france,saône",Saône_2016 08 21_2790,44.0,18,21,8,2016,57.0,16.0,15.0,1,2017.0
31509880913,64410546@N07,45.778194,4.827933,,,36.0,14,26,12,2016,10.0,12.0,15.0,1,2017.0
31943865260,64410546@N07,45.762138,4.834666,,,25.0,15,24,12,2016,10.0,12.0,15.0,1,2017.0
31943865370,64410546@N07,45.766063,4.827375,,,53.0,10,25,12,2016,10.0,12.0,15.0,1,2017.0
32171060662,64410546@N07,45.765716,4.841144,,,46.0,14,24,12,2016,10.0,12.0,15.0,1,2017.0
32201171041,64410546@N07,45.762763,4.823052,,,18.0,11,25,12,2016,10.0,12.0,15.0,1,2017.0
31943863690,64410546@N07,45.763533,4.826263,,,52.0,11,25,12,2016,10.0,12.0,15.0,1,2017.0
32320705535,64410546@N07,45.767544,4.841063,,,42.0,14,24,12,2016,10.0,12.0,15.0,1,2017.0
31509878363,64410546@N07,45.762794,4.825313,,,49.0,11,25,12,2016,10.0,12.0,15.0,1,2017.0
32171057242,64410546@N07,45.77055,4.836819,,,13.0,20,24,12,2016,10.0,12.0,15.0,1,2017.0
32282044486,64410546@N07,45.765041,4.841202,,,48.0,14,24,12,2016,10.0,12.0,15.0,1,2017.0
31943862770,64410546@N07,45.766138,4.826766,,,55.0,10,25,12,2016,10.0,12.0,15.0,1,2017.0
31943862800,64410546@N07,45.768086,4.828208,,,31.0,12,25,12,2016,10.0,12.0,15.0,1,2017.0
31943862390,64410546@N07,45.775925,4.834891,,,49.0,13,26,12,2016,10.0,12.0,15.0,1,2017.0
31943862510,64410546@N07,45.76265,4.827336,,,51.0,15,25,12,2016,10.0,12.0,15.0,1,2017.0
32201170021,64410546@N07,45.762583,4.827419,,,28.0,15,25,12,2016,10.0,12.0,15.0,1,2017.0
32311648035,23369083@N05,45.750868,4.820165,"d7000,tokina1116f28,experimentalmusic,experimentallivemusic,tomaga,valentinamagaletti,tomrelleen,lyon,france,sonic,soniclyon,drums,bass,electronics",Tomaga,33.0,22,14,1,2017,20.0,0.0,15.0,1,2017.0
32269358816,14902008@N02,45.757343,4.837009,,Lyon A17_DSC0091,29.0,14,12,1,2017,56.0,20.0,14.0,1,2017.0
32269353276,14902008@N02,45.763885,4.827547,,Lyon A17_DSC0112,17.0,15,12,1,2017,56.0,20.0,14.0,1,2017.0
31463187954,110273693@N04,45.748655,4.886322,"extérieurtransports,en,communpublichomme,sac,vertfemmesac,rouge,blouson,picassocouleursbleuvertrouge,noir",Le blouson PICASSO,52.0,12,12,1,2017,33.0,17.0,14.0,1,2017.0
32185215691,50262447@N07,45.735301,4.81553,"blackandwhite,screen,fs7,sony,skateboard,video,lyon,some,street,frames,skateboarding,vimeo,city",Some Street Frames 2,14.0,17,14,1,2017,17.0,17.0,14.0,1,2017.0
31925879390,113391938@N03,45.784786,4.852766,,,48.0,14,14,1,2017,9.0,15.0,14.0,1,2017.0
32179401051,41158550@N00,45.768247,4.836905,"byeflyfree,dxo,europe,fetedeslumieres,france,lyon,nuit,unioneuropéenne","Fête Lumières 2016 ""Arbore'lum""",33.0,21,8,12,2016,37.0,10.0,14.0,1,2017.0
31914302250,41158550@N00,45.769055,4.83043,"bleu,byeflyfree,dxo,europe,fetedeslumieres,france,lyon,nuit,pentax,pentaxk3,unioneuropéenne",Fête Lumières 2016,50.0,20,8,12,2016,8.0,23.0,13.0,1,2017.0
31914330290,90493526@N00,45.77116,4.828362,"europe,france,lyon,croixrousse,streetart,pavement,trottoir,carrelage,rebouches,trous,rebouche","Street installation [Lyon, France]",7.0,17,11,1,2017,44.0,22.0,13.0,1,2017.0
31914330330,90493526@N00,45.770217,4.833329,"europe,france,lyon,croixrousse,streetart,words,wall,message,mur","Words on wall [Lyon, France]",9.0,16,13,1,2017,44.0,22.0,13.0,1,2017.0
31914330240,90493526@N00,45.771309,4.828222,"europe,france,lyon,croixrousse,streetart,wall,mur,drawing,lasco","Wall drawing by Lasco [Lyon, France]",6.0,17,11,1,2017,44.0,22.0,13.0,1,2017.0
31914330370,90493526@N00,45.761497,4.830261,"europe,france,lyon,streetart,sticker","Sticker [Lyon, France]",35.0,16,13,1,2017,44.0,22.0,13.0,1,2017.0
31914330310,90493526@N00,45.775058,4.834005,"europe,france,lyon,croixrousse,streetart,wheatpaste,wheatpaper,collage,pasted,paper,pasteup","Pasted paper by Don Mateo [Lyon, France]",43.0,15,13,1,2017,44.0,22.0,13.0,1,2017.0
31448295094,59998273@N06,45.803083,4.936165,"glace,lac,oiseau,mallard,duck,colvert,canard",Je l'aurai...,59.0,15,8,1,2017,46.0,21.0,13.0,1,2017.0
31448180424,113391938@N03,45.7463,4.841972,,,9.0,19,13,1,2017,36.0,21.0,13.0,1,2017.0
32170318071,57509674@N08,45.758181,4.831967,"2,samsungj5graff365day",Lyon #2,1.0,17,12,1,2017,34.0,21.0,13.0,1,2017.0
31477891773,93990538@N08,45.769385,4.825818,"france,lyon,rhônealpes,bnw,blackandwhite,joby,iphone,iphoneography,canon,canon70d,landscape",Shoot in process,32.0,17,23,10,2016,39.0,19.0,13.0,1,2017.0
31904217270,113391938@N03,45.730022,4.824202,,,30.0,9,13,1,2017,24.0,10.0,13.0,1,2017.0
32272930865,41005569@N08,45.767216,4.831324,"streetphotography,scènederue,street,lyon,france,69001,blackandwhite,noiretblanc,fujifilmxt1",En descente,56.0,13,4,12,2016,10.0,23.0,12.0,1,2017.0
32120537222,115842233@N04,45.774782,4.837224,"lyon,france,europe,architecture,urban,mono,wideangle,fullframe,courdesvoraces,city,ville,longexposure",Lyon - France IMG_7087,35.0,23,27,12,2016,21.0,19.0,12.0,1,2017.0
31420746154,90807366@N04,45.76718,4.828837,"saone,river,france,reflection,facades",Banks of the river Saône,23.0,17,9,1,2017,37.0,9.0,12.0,1,2017.0
31860522870,90493526@N00,45.756018,4.828909,"europe,france,lyon,streetart,sticker,ella,pitr","Sticker by Ella Pitr [Lyon, France]",31.0,16,4,1,2017,39.0,23.0,10.0,1,2017.0
32106406221,115842233@N04,45.780064,4.836065,"lyon,france,europe,city,urban,citycenter,tower,night,longexposure",Lyon - France IMG_7075,3.0,22,27,12,2016,34.0,10.0,10.0,1,2017.0
